ZIP,Total_Population,PM25,PM25_Pctl,Asthma,Asthma_Pctl,Cardiovascular_Disease,Cardiovascular_Disease_Pctl,Deaths_By_Stroke,Stroke_Pctl,Heart_Disease,Heart_Disease_Pctl
93241,5902.67,18.34,99.02,33.44,30.79,6.88,35.56,6,34.89,18,27.96
93242,3548,16.24,97.73,51.77,58.6,9.65,71.01,1,13.11,7,15.34
93243,819,6.32,7.87,15.71,3.77,4.01,4.65,0,4.82,4,9.98
93245,6058.33,16.8,98.13,77.46,83.26,10.57,79.5,10,50.41,30,40.73
93247,4238,14.15,94.93,52.36,59.31,10.12,74.18,7,39.11,33,43.14
93249,3937,12.68,84.06,38.21,38.84,8.33,55.09,0,4.82,1,4.33
93250,9588,18.48,99.32,56.6,64.8,10.57,79.02,3,23.66,13,22.65
93251,5248,13.04,92.93,24.36,14.84,7.1,38.65,,,,
93252,1471,11,54.55,40.2,42.28,9.76,72.38,1,13.11,4,9.98
93256,6529,17.08,98.6,51.49,58.22,11.78,87.55,2,19.29,5,11.98
93257,5638.23,15.67,96.88,57.41,65.81,11.72,87.14,29,94.27,137,98.38
93263,4328.4,18.76,99.64,50.2,55.76,11.17,83.55,7,39.11,29,39.64
93265,5615,11.57,66.33,28.99,23.38,7.6,45.12,2,19.29,15,24.6
93267,7837,14.57,95.13,61.72,70.85,12.09,88.99,1,13.11,9,18.12
93268,5001.67,17.12,97.54,34.05,31.71,11.25,84.61,3,23.66,39,49.36
93271,5142,10.37,52.61,31.92,28.62,5.59,18.9,2,19.29,7,15.34
93272,6446,16.66,97.9,47.41,52.99,9.45,68.38,0,4.82,5,11.98
93274,4881.93,17.05,98.55,77.02,83.06,11.47,85.35,30,95.1,118,96.42
93277,4720.6,17.08,98.6,54.83,62.72,8.12,52.46,23,86.81,112,94.91
93280,6467.75,18.76,99.64,38.08,38.62,9.47,68.61,6,34.89,17,26.71
93283,4679,7.02,10.74,49,54.92,16.78,99.29,0,4.82,9,18.12
93285,5777.5,12.12,76.57,42.91,46.14,15.94,96.5,3,23.66,19,29.09
93286,4013,11.84,75.4,53.86,61.42,8.81,60.9,1,13.11,16,25.47
93291,7565.14,16.9,98.44,53.69,60.94,8.88,61.38,20,81.09,70,76.79
93292,6996.71,16.54,97.88,43.55,47,9.02,61.82,12,57.61,54,63.49
93301,4202.67,18.76,99.64,151.45,98.7,12.94,91.93,5,30.78,27,37.72
93304,5710.38,18.92,99.72,103.09,90.83,10,70.45,24,88.47,86,86.4
93305,5340.14,18.88,99.7,98.41,91.38,11.13,81.26,14,65,75,80.6
93306,4402.69,19.21,99.85,72.8,80.35,9.03,63.5,25,89.9,103,93.1
93307,7106.08,19.31,99.84,85.46,87.12,10.89,80.31,21,82.86,99,91.71
93308,4828.2,18.76,99.64,80.41,85.34,11.62,86.56,13,61.23,125,97.21
93309,4529.5,18.76,99.64,82.51,86.41,11.06,83.28,21,82.86,102,92.8
93311,7023.86,18.34,99.33,36.07,35.21,8.19,52.56,12,57.61,66,73.47
93312,6044.56,18.76,99.64,29.59,24.38,8.69,59.35,25,89.9,63,70.8
93313,7858.8,19.01,99.77,53.84,60.83,11.28,83.8,16,71.48,59,67.48
93314,6120.75,18.76,99.64,28.74,22.8,8.99,62.6,6,34.89,30,40.73
93401,3302,7.61,12.32,28.5,23.18,5.24,15.72,22,84.82,36,45.78
93402,4629.33,0,0,44.66,48.84,3.94,4.26,6,34.89,31,41.6
93405,6338.5,8.09,18.08,14.32,3.7,4.03,7.45,12,57.61,24,34.89
93420,5876.75,5.55,10.2,24.58,15.42,3.72,3.58,22,84.82,66,73.47
93422,4803.2,7.97,15.4,39.64,41.24,6.37,28.62,40,99.13,62,70.12
93426,3778,6.56,7.98,29.3,23.92,4.66,9.43,0,4.82,2,6.56
93428,2858.67,2.01,1.64,24.89,15.89,5.08,15.33,2,19.29,22,32.67
93430,2592,0,0,32.13,29.02,4.99,12.48,3,23.66,4,9.98
93433,6594.5,0,0,36.39,35.86,3.93,4.53,2,19.29,23,34.02
93436,4533.17,4.51,1.86,55.41,63.44,10.45,78.22,25,89.9,105,93.59
93437,3344,4.51,1.86,31.05,27.18,7.48,43.57,0,4.82,0,1.51
93441,3231,4.51,1.86,23.08,12.47,4.77,10.47,0,4.82,1,4.33
93442,3487.33,0,0,29.7,24.64,6.25,26.83,13,61.23,36,45.78
93444,8224,6.57,7.54,34.32,32.24,5.01,13.84,11,54.3,43,53.65
93445,7024,0,0,39.73,41.44,5.01,12.64,1,13.11,9,18.12
93446,4886,7.95,15.74,47.02,52.32,6.6,31.82,39,98.79,76,81.16
93449,3818.5,0,0,23.45,13.42,4.92,12.14,6,34.89,17,26.71
93453,6550,7.19,10.82,31.38,27.59,5.36,16.1,2,19.29,4,9.98
93454,4069.78,4.51,1.86,56.27,64.3,6.61,32.07,23,86.81,72,78.33
93455,6074.45,4.51,1.86,38.17,36.16,5.68,20.86,22,84.82,91,89.07
93458,7404.83,4.51,1.86,44.36,48.33,3.89,3.98,14,65,53,62.58
93461,10043,7.49,11.81,39.27,40.72,6.15,25.73,1,13.11,1,4.33
93463,5764,4.51,1.86,26.15,18.09,5.47,17.24,4,27.13,18,27.96
93465,6973,7.32,10.84,35.24,34.05,5.05,13.77,14,65,16,25.47
93501,3589,6.18,7.76,152.29,98.85,15.13,97.88,2,19.29,19,29.09
93505,5516,6.67,8.5,72.45,80.06,13.85,95.61,7,39.11,31,41.6
93510,2813,7.3,12.76,26.21,18.18,6.93,37.58,0,4.82,9,18.12
93514,3212.6,3.94,1.49,46.35,50.43,8.07,51.3,9,46.16,25,35.8
93516,2253,6.73,8.76,43.43,46.94,11.76,87.42,0,4.82,7,15.34
93517,2502,1.91,0.04,7.29,0.22,3.78,3.32,1,13.11,0,1.51
93518,1601,8.98,30.74,45.51,50.41,12.59,91.15,1,13.11,1,4.33
93524,2226,6.39,7.92,44.18,47.97,13.72,95,0,4.82,0,1.51
93526,2568,1.87,0.02,37.2,37.34,11.2,84.37,0,4.82,1,4.33
93532,1591,5.76,4.73,21.36,9.77,8.02,50.8,1,13.11,2,6.56
93534,4685.12,6.18,7.76,148.02,98.59,15.46,98.16,17,74.04,117,96.19
93535,4331.24,6.06,7,118.54,93.87,14.65,94.51,20,81.09,142,98.83
93536,5488.31,6.12,7.46,49.15,54.86,9.76,70.72,13,61.23,108,94.01
93543,6619.5,5.76,4.73,62.4,71.65,10.97,80.9,1,13.11,13,22.65
93544,4201,5.34,3.92,50.06,56.29,9.49,68.83,2,19.29,5,11.98
93546,8237,2.44,0.06,32.08,28.94,7.68,46.24,0,4.82,2,6.56
93550,4130.47,6.16,7.58,94.69,87.97,11.82,84.32,22,84.82,100,91.94
93551,4890.91,6.26,7.93,43.44,46.4,9.75,70.32,13,61.23,75,80.6
93552,4860.86,6.06,6.89,60.93,69.78,10.91,79.89,8,42.65,41,51.73
93555,5261.71,5.99,6.37,57.82,65.7,19.36,98.96,18,76.22,99,91.71
93560,6212,6.65,12.54,59.39,67.78,13.83,95.54,3,23.66,36,45.78
93561,5845,9.51,41.41,49.99,56.23,14.7,97.16,9,46.16,76,81.16
93563,886,8.28,20.16,32.77,29.8,6.24,26.7,0,4.82,0,1.51
93591,5992,5.55,4.32,80.84,82.84,10.4,76.91,1,13.11,12,21.7
93608,6978,13.75,94.69,48.09,53.71,11.91,88.12,,,,
93609,5287,15.82,97.49,88.4,88.8,12.8,92.17,1,13.11,8,16.69
93610,7790.33,12.33,83.21,56.06,64.21,11.05,83.02,10,50.41,27,37.72
93611,4444.7,15.4,97.22,47.37,51.81,7.14,39.22,21,82.86,75,80.6
93612,4952.71,15.4,97.22,90.92,86.84,9.24,64.8,17,74.04,75,80.6
93614,6044.5,11.42,67.28,25.62,17.14,7.28,40.88,12,57.61,33,43.14
93615,6200,13.73,94.67,26.3,18.5,7.82,48.4,1,13.11,7,15.34
93616,3170,15.82,97.49,59.37,68.27,7.79,47.84,2,19.29,2,6.56
93618,5805.8,15.74,97.44,42.22,45.21,9.08,63.7,10,50.41,47,57.54
93619,3570,14.98,93.33,25.76,17.37,5.12,14.07,14,65,44,54.79
93620,4630.5,12.89,92.89,113.52,95.43,13.53,94.6,1,13.11,20,30.11
93622,3477,12.04,74.11,63.17,70.19,10.35,76.5,4,27.13,9,18.12
93625,5099,15.82,97.49,78.81,84.13,10.02,74.82,0,4.82,20,30.11
93630,6727,14.29,94.98,55.99,64.17,11.79,87.23,6,34.89,29,39.64
93631,5402.33,16.24,97.73,55.12,61.74,8.16,52.49,3,23.66,48,58.67
93633,6304,10.37,52.61,28.85,23.16,4.9,11.68,,,,
93635,8054.2,12.84,88.39,108.55,93.56,15.19,96.75,10,50.41,59,67.48
93636,6406.5,13.73,94.01,63.84,67.61,8.88,59.35,13,61.23,17,26.71
93637,8426.8,12.47,84.73,85.92,85.8,11.84,84.93,13,61.23,60,68.24
93638,7134.83,12.33,84.04,113.93,95.38,13.69,95.1,14,65,63,70.8
93640,6275.5,12.37,82.86,89.98,89.26,13.32,93.9,3,23.66,9,18.12
93644,4656.33,6.46,15.19,21.67,11.52,5.9,22.89,7,39.11,22,32.67
93646,3411,14.14,95.06,62.93,69.05,9.78,71.49,2,19.29,3,8.21
93647,9406,14.15,94.96,50.64,57,9.89,73.64,1,13.11,13,22.65
93648,7929,16.24,97.73,102.83,93.26,13.81,95.47,0,4.82,10,19.82
93650,3556,15.4,97.22,113.06,95.39,8.93,62.62,1,13.11,6,13.72
93653,2392,9.54,40.92,21.96,10.68,5.51,17.83,1,13.11,2,6.56
93654,5691.71,16,97.34,67.76,75.15,9.7,69.38,9,46.16,57,66.28
93656,5599,15.82,97.49,63.1,72.48,12.73,91.82,1,13.11,8,16.69
93657,5499.5,14.93,90.56,54.66,57.38,7.57,46.65,19,78.79,60,68.24
93662,5857,16.03,97.61,93.79,90.17,11.09,82.36,9,46.16,53,62.58
93664,2973,8.7,30.7,31.31,27.54,6.58,31.41,1,13.11,2,6.56
93701,3606,15.4,97.22,124.96,97.03,11.31,85,2,19.29,12,21.7
93702,4958,15.4,97.22,115.15,95.67,16.45,98.9,22,84.82,39,49.36
93703,4717,15.4,97.22,106.55,93.5,10.09,72.98,11,54.3,45,55.84
93704,3845,15.4,97.22,74.67,81.08,7.57,44.87,14,65,55,64.36
93705,4514.14,15.4,97.22,117.08,95.64,11.59,85.42,14,65,73,78.86
93706,3607.18,15.4,97.22,133.42,97.24,14.28,95.7,22,84.82,62,70.12
93710,3458.6,15.4,97.22,82.97,85.52,6.87,35.52,19,78.79,78,82.1
93711,4013.14,15.4,97.22,44.49,48.16,6.25,27.6,21,82.86,81,83.72
93720,5353.33,15.4,97.22,38.38,39.1,7.04,37.77,20,81.09,108,94.01
93721,4544.75,15.4,97.22,91.2,86.49,12.02,83.3,6,34.89,20,30.11
93722,5502.38,15.31,96.77,81.22,83.55,9.96,71.15,30,95.1,89,88.13
93723,6524.67,14.99,95.87,54.6,60.45,9.72,70.72,6,34.89,15,24.6
93725,5541.6,15.48,97.27,82.51,85.83,11.59,85.51,9,46.16,29,39.64
93726,4641.22,15.4,97.22,101.08,90.95,8.73,59.07,22,84.82,90,88.58
93727,3931,15.4,97.22,64.49,72.02,9.06,62.45,35,97.55,122,96.87
93728,4751.5,15.4,97.22,114.61,95,10.38,76.16,10,50.41,29,39.64
93730,4678.67,15.4,97.22,25.11,16.51,4.7,10.37,5,30.78,19,29.09
93901,3568.43,5.34,3.92,105.4,93.79,9.23,65.83,19,78.79,58,67.07
93905,4845.33,5.34,3.92,70.76,75.89,7.27,41.72,10,50.41,37,46.65
93906,5367.5,5.34,3.92,69.65,77.15,8.5,56.57,24,88.47,68,74.94
93907,4895.4,5.34,3.92,55.46,60.45,6.88,37.36,7,39.11,19,29.09
93908,5282.17,5.2,3.39,43.23,44.52,6.97,36.92,4,27.13,9,18.12
93923,2948.43,5.15,3.41,12.05,1.49,3.04,1.39,13,61.23,41,51.73
93924,5560.5,4.72,2.09,25.84,18.3,5.71,24.18,3,23.66,7,15.34
93925,6112,4.93,2.32,36.24,35.92,6.46,29.93,1,13.11,1,4.33
93926,5029,4.93,2.32,37.82,38.1,7.21,40.26,0,4.82,3,8.21
93927,5938.67,4.18,1.27,34.38,32.55,7.66,46.28,2,19.29,5,11.98
93930,6250.5,4.51,1.86,30.42,25.88,8.76,60.3,8,42.65,13,22.65
93933,3538.75,5.34,3.92,47.6,50.97,7.3,43.64,6,34.89,39,49.36
93940,3678.57,5.34,3.92,23.62,14.64,3.28,2.26,22,84.82,52,61.94
93944,2254,5.34,3.92,3.5,0.01,0.59,0.01,,,,
93950,2508.33,5.34,3.92,29.52,24.21,4.53,8.78,9,46.16,39,49.36
93953,4449,5.34,3.92,15.53,3.68,4.11,5.4,2,19.29,15,24.6
93955,3845.14,5.34,3.92,51.45,57.34,6.35,29.62,13,61.23,31,41.6
93960,8251,4.51,1.86,34.96,33.36,7.91,49.51,2,19.29,15,24.6
94002,5229.4,9.45,39.26,27.17,19.98,5.2,14.82,19,78.79,44,54.79
94005,4854,8.7,30.7,44.45,48.31,7.4,42.63,3,23.66,6,13.72
94010,5091.88,8.86,31.42,25.94,17.73,4.39,7.77,18,76.22,66,73.47
94014,5250.56,8.56,27.19,58.91,67.05,5.56,19,18,76.22,69,75.77
94015,5538.82,8.43,25.48,51.01,57.36,8.06,51.25,25,89.9,123,97.06
94019,5058,9.12,32.61,38.11,38.63,4.19,5.9,9,46.16,21,31.12
94022,4075.2,10.04,44.81,8.69,0.4,3.38,1.7,5,30.78,40,50.6
94024,4150.5,10.3,50.99,8.66,0.62,4.06,5.86,8,42.65,31,41.6
94025,3923.1,9.54,40.92,23.26,13.48,3.82,4.03,13,61.23,55,64.36
94027,3457,9.54,40.92,16.34,4.38,3.12,1.02,1,13.11,19,29.09
94028,6494,9.96,42.86,6.8,0.19,3.78,3.32,4,27.13,14,23.62
94030,3588.67,8.7,30.7,39.27,40.35,5.37,17.06,11,54.3,36,45.78
94035,719,9.96,42.86,16.69,4.71,5.25,14.94,0,4.82,0,1.51
94038,6018,8.7,30.7,35.43,34.2,4.52,8.28,1,13.11,2,6.56
94040,4137.6,10.12,48.32,14.79,3.6,4.37,8.99,14,65,38,47.78
94041,4428.5,10.27,50.17,17.75,5.91,4.49,8.5,1,13.11,14,23.62
94043,3510.25,9.9,44.57,20.75,9.02,6.52,30.65,6,34.89,32,42.28
94044,4662,8.7,30.7,43.96,47.37,6.9,36.37,16,71.48,63,70.8
94060,4005,9.96,42.86,15.03,3.32,3.33,1.62,0,4.82,1,4.33
94061,5177.43,9.54,40.92,45.34,49.58,4.94,12.26,11,54.3,43,53.65
94062,4417.71,9.66,41.47,27.11,19.8,4.62,9.58,7,39.11,42,52.83
94063,4133,9.48,39.88,70.71,76.94,6.11,26,5,30.78,22,32.67
94065,5679.5,9.12,32.61,16.8,4.78,5.41,16.7,2,19.29,3,8.21
94066,4568.22,8.7,30.7,62.59,71.17,7.78,47.75,21,82.86,56,65.18
94070,3340.67,9.54,40.92,28.17,21.91,5.39,17.07,14,65,47,57.54
94080,5748.27,8.7,30.7,58.63,66.7,7.47,43.82,25,89.9,130,97.78
94085,5294.2,10.37,52.61,31.32,27.87,5.43,18.53,3,23.66,12,21.7
94086,5194.62,10.37,52.61,19.32,7.94,4.71,10.92,13,61.23,44,54.79
94087,5414.18,10.37,52.61,14.99,3.4,5.19,14.84,27,92.39,54,63.49
94089,4805.5,10.37,52.61,41.96,44.61,6.62,32.28,5,30.78,27,37.72
94102,3673.45,8.7,30.7,87.95,82.83,6.25,28.76,20,81.09,61,69.25
94103,5156,8.7,30.7,79.12,83.3,7.78,47.42,19,78.79,51,61.34
94105,11502,8.7,30.7,21.39,9.84,3.79,3.38,0,4.82,2,6.56
94107,3122,8.7,30.7,51.36,56.93,7.09,38.6,5,30.78,17,26.71
94108,2453,8.7,30.7,26.78,19.32,3.54,2.79,18,76.22,41,51.73
94109,3876.9,8.7,30.7,51.11,57.43,5.1,14.16,28,93.33,138,98.57
94110,4132.5,8.7,30.7,55.8,63.7,6.68,33.12,21,82.86,65,72.49
94111,3496,8.7,30.7,30.52,26.06,3.86,7.57,1,13.11,7,15.34
94112,5437.33,8.67,30,48.12,53.34,6.34,28.82,39,98.79,137,98.38
94114,3215.7,8.7,30.7,23.07,12.84,5.23,15.59,9,46.16,43,53.65
94115,3618.8,8.7,30.7,51.48,57.28,5.29,16.91,19,78.79,60,68.24
94116,5656.43,8.22,22.16,23.88,14.2,5.41,17.16,35,97.55,83,84.63
94117,4113.57,8.7,30.7,31.96,28.37,5.95,24.19,10,50.41,37,46.65
94118,4954.2,8.61,28.59,23.64,13.67,4.52,8.5,14,65,77,81.57
94121,3746.4,7.9,18.05,22.69,12.2,5.3,15.98,18,76.22,60,68.24
94122,4534.54,8.21,21.69,21.51,10.84,5,13.69,30,95.1,82,84.1
94123,3259,8.7,30.7,14.44,2.86,4.02,4.98,5,30.78,18,27.96
94124,3228.4,8.7,30.7,125.88,95.81,8.96,62.1,11,54.3,54,63.49
94127,5203,8.49,25.43,21.85,10.78,4.43,7.66,7,39.11,36,45.78
94128,0,8.7,30.7,0,0,0,0,0,4.82,0,1.51
94129,3235,8.28,20.16,9.59,0.56,3.16,1.01,0,4.82,1,4.33
94130,2880,8.7,30.7,95.9,91.52,8.44,56.5,0,4.82,1,4.33
94131,4085.86,8.7,30.7,27.26,20.73,4.78,12.4,9,46.16,43,53.65
94132,3707.71,7.98,18.48,35.38,34.15,5.75,21.18,18,76.22,35,44.88
94133,4366.67,8.7,30.7,35.95,34.99,4.13,6.3,16,71.48,56,65.18
94134,3672.33,8.7,30.7,53.98,61.21,6.81,34.89,13,61.23,62,70.12
94158,9083,8.7,30.7,26.6,18.86,4.25,6.42,0,4.82,4,9.98
94301,4055.25,9.54,40.92,15.4,3.64,4.28,6.59,2,19.29,29,39.64
94303,6609,9.54,40.92,57.48,64.96,6.54,31.43,15,68.43,51,61.34
94304,2089,9.54,40.92,6.66,0.17,2.7,0.6,2,19.29,10,19.82
94305,6138.33,9.54,40.92,4.69,0.08,3.46,1.98,2,19.29,4,9.98
94306,3979.67,9.54,40.92,11.57,1.36,4.04,5.34,10,50.41,39,49.36
94401,4950.67,8.7,30.7,58.89,67.43,4.48,8.17,12,57.61,51,61.34
94402,3486.88,9.01,33.73,41.42,43.31,4.17,7.05,15,68.43,40,50.6
94403,3677.55,9.04,33.43,37.64,37.65,5.84,23.55,14,65,78,82.1
94404,3749.89,8.74,30.91,21.96,10.72,5.46,17.21,18,76.22,35,44.88
94501,4300.86,8.7,30.7,61.42,70.69,8.87,62,29,94.27,92,89.45
94502,6800,8.7,30.7,30.05,24.96,4.79,10.66,10,50.41,20,30.11
94503,4484.33,7.86,17.81,48.51,54.19,7.61,45.37,7,39.11,29,39.64
94505,2865.67,8,18.59,47.98,53.65,8.51,57.23,5,30.78,16,25.47
94506,5533.33,7.86,17.81,19.85,8.22,4.18,6.58,6,34.89,23,34.02
94507,4618,7.86,17.81,18.84,6.76,4.46,7.86,6,34.89,21,31.12
94508,5373,6.48,7.96,25.9,17.7,4.67,9.56,0,4.82,4,9.98
94509,4912.83,7.86,17.81,170.44,99.28,13.3,93.28,32,96.31,90,88.58
94510,3958.86,7.86,17.81,57.63,66.14,8.35,54.99,13,61.23,40,50.6
94513,6756.5,7.9,18.04,67.22,67.71,11.52,79.51,25,89.9,75,80.6
94515,3224,6.36,6.83,26.78,19.56,5.02,16.08,0,4.82,13,22.65
94517,6376.5,7.86,17.81,28.64,22.75,6.3,27.74,5,30.78,21,31.12
94518,4739.33,7.86,17.81,48.47,54.17,6.35,28.85,19,78.79,34,44.08
94519,6633.33,7.86,17.81,67.97,76.58,8.13,52.34,7,39.11,25,35.8
94520,5087,7.86,17.81,115.91,93.88,8.98,60.66,15,68.43,32,42.28
94521,5619.33,7.86,17.81,70.73,69.97,8.94,58.7,32,96.31,74,79.65
94523,5203,7.86,17.81,38.97,39.38,5.74,21.83,22,84.82,46,56.59
94526,6004.2,7.86,17.81,25.79,18.69,4.67,11.06,19,78.79,39,49.36
94530,2593.82,8.66,29.74,41.04,42.87,5.43,17.83,15,68.43,33,43.14
94531,7201.83,7.86,17.81,103.02,92.04,10.96,79.2,18,76.22,44,54.79
94533,4153.19,7.86,17.81,116.29,95.66,12.28,89.02,45,100,110,94.5
94534,5364.88,7.86,17.81,57.78,62.82,9.21,65.08,19,78.79,46,56.59
94535,1276.67,7.86,17.81,15.88,7.13,8.32,53.82,0,4.82,0,1.51
94536,5377.75,8.94,32.35,49.7,55.82,8.85,61.11,20,81.09,68,74.94
94538,5019.62,9.44,39,61.01,68.98,9.74,70.05,29,94.27,75,80.6
94539,4346.55,9.46,38.83,20.3,8.41,6.23,26.93,13,61.23,48,58.67
94541,4808.5,8.7,30.7,97.32,88.79,10.4,74.85,33,96.72,104,93.33
94542,4881,8.7,30.7,61.9,69.68,10.56,78.59,4,27.13,14,23.62
94544,4419.25,8.7,30.7,95.71,91.41,13.36,93.81,23,86.81,90,88.58
94545,3942,8.7,30.7,109.58,94.55,13.46,94.06,16,71.48,40,50.6
94546,3934.3,8.66,29.65,57.75,64.14,8.24,53.22,35,97.55,87,87.08
94547,4200.8,7.86,17.81,55.83,63.8,7.46,43.23,8,42.65,26,36.66
94549,5353.6,7.86,17.81,20.99,10.21,5.07,14.16,14,65,48,58.67
94550,4851.75,8.8,31.71,34.67,33.09,9.93,72.45,19,78.79,70,76.79
94551,4711.14,8.7,30.7,33.65,31.26,7.62,44.76,7,39.11,25,35.8
94552,6006.75,8.59,28.06,33.86,30.71,7.58,44.98,7,39.11,7,15.34
94553,4284.15,7.89,17.99,76.34,78.63,8.63,57.88,17,74.04,58,67.07
94555,5183.33,8.7,30.7,42.19,45.14,8.82,60.88,7,39.11,30,40.73
94556,4825.67,8,18.59,12.64,1.81,4.85,13.23,6,34.89,19,29.09
94558,3493.61,7.86,17.66,39.99,39.8,6.16,28.54,31,95.78,148,99.17
94559,2891.71,7.86,17.81,69.61,70.96,7.77,51.01,16,71.48,45,55.84
94560,5329.11,9.4,38.15,66.02,72.1,9.84,70.44,14,65,47,57.54
94561,6355.67,7.86,17.81,89.88,89.21,12.93,92.6,11,54.3,32,42.28
94563,3719.2,8.36,22.27,16.33,4.76,4.16,6.03,11,54.3,18,27.96
94564,5452.67,7.86,17.81,59.98,68.98,8.11,52.27,14,65,26,36.66
94565,5031.07,7.86,17.81,149.61,98.79,14.37,96.85,31,95.78,106,93.82
94566,4565.86,8.7,30.7,27.59,20.8,7.54,44.46,22,84.82,49,59.65
94568,5016.57,8.7,30.7,28.42,22.27,6.73,33.68,16,71.48,36,45.78
94571,8423,8.28,20.16,61.1,70.38,9.84,73.15,10,50.41,37,46.65
94572,5298,7.86,17.81,128.92,97.57,10,74.62,4,27.13,14,23.62
94574,2560.67,7.56,16.77,28.18,22.59,4.44,10.39,4,27.13,30,40.73
94577,4521.44,8.7,30.7,73.61,81.02,9.02,63.35,20,81.09,71,77.69
94578,5212.11,8.7,30.7,87.66,86.03,9.25,64.55,18,76.22,50,60.51
94579,5867.25,8.7,30.7,64.07,73.16,9.68,70.46,13,61.23,34,44.08
94580,4674.83,8.7,30.7,71.89,79.56,9.71,70.6,12,57.61,43,53.65
94582,7231.17,8.35,21.92,25.28,16.64,5.04,13.59,4,27.13,12,21.7
94583,5170.71,8.46,24.68,37.12,37.18,7.38,42.49,11,54.3,22,32.67
94585,5123,7.86,17.81,91.07,89.59,10.08,74.61,10,50.41,27,37.72
94587,4684.5,8.7,30.7,73.36,80.18,9.9,72.53,28,93.33,129,97.59
94588,4957,8.7,30.7,29.06,23.44,6.5,31.31,10,50.41,23,34.02
94589,4678.71,7.86,17.81,193.44,99.64,13.29,92.63,18,76.22,48,58.67
94590,2936.4,7.86,17.81,186.64,99.67,14.64,96.84,17,74.04,57,66.28
94591,3930.31,7.86,17.81,91.83,90.07,9.55,69.9,28,93.33,74,79.65
94592,3917,7.86,17.81,172.45,99.48,14.17,96.45,1,13.11,0,1.51
94595,3946.6,7.86,17.81,29.61,24.1,5.37,17.4,40,99.13,93,89.79
94596,4396.25,7.86,17.81,36.1,35.17,7.44,42.92,7,39.11,23,34.02
94597,5509,7.86,17.81,27.14,19.65,5.04,14.19,8,42.65,35,44.88
94598,4211.14,7.86,17.81,29.01,23.33,6.34,29.02,18,76.22,57,66.28
94599,2933,8.28,20.16,20.91,9.08,4.26,6.5,3,23.66,20,30.11
94601,4625.55,8.7,30.7,105.65,93.65,8.52,57.28,22,84.82,50,60.51
94602,3309.62,8.7,30.7,72.34,79.44,7.11,39.01,11,54.3,37,46.65
94603,3618.86,8.7,30.7,167.31,98.68,12.84,89.4,13,61.23,49,59.65
94605,4034.5,8.7,30.7,152.77,98.67,8.22,53.48,20,81.09,74,79.65
94606,3458.82,8.7,30.7,85.56,84.78,6.44,30.68,18,76.22,47,57.54
94607,1866.14,8.7,30.7,157.86,98.84,6.2,26.88,14,65,36,45.78
94608,3280.4,8.7,30.7,139.42,96.47,7.21,40.51,9,46.16,39,49.36
94609,3148.5,8.7,30.7,105.34,91.13,7.04,38.38,10,50.41,30,40.73
94610,3144.33,8.7,30.7,48.81,53.78,4.83,12.84,13,61.23,45,55.84
94611,3971.18,8.7,30.7,30.67,25.94,4.41,8.15,21,82.86,41,51.73
94612,2623.5,8.7,30.7,118.1,95.96,4.96,12.5,15,68.43,31,41.6
94613,2425,8.7,30.7,59.07,67.88,4.09,5.27,,,,
94618,3352.33,8.7,30.7,29.14,23.16,4.27,6.47,3,23.66,17,26.71
94619,4180.17,8.7,30.7,73.14,78.48,5.26,15.96,9,46.16,44,54.79
94621,4228.71,8.7,30.7,147.04,97.97,10.5,75.56,21,82.86,58,67.07
94702,3311.8,8.7,30.7,85.3,84.89,5.6,19.88,11,54.3,26,36.66
94703,3332.71,8.7,30.7,63.46,71.04,4.51,8.35,4,27.13,19,29.09
94704,5237,8.7,30.7,18.75,6.7,4.3,7.54,2,19.29,10,19.82
94705,2688,8.7,30.7,29.31,23.71,4.41,7.63,4,27.13,19,29.09
94706,3083,8.7,30.7,29.8,24.61,4.62,10.44,7,39.11,12,21.7
94707,2889,8.7,30.7,23.75,13.91,3.27,1.44,10,50.41,25,35.8
94708,2910.25,8.7,30.7,16.08,4.17,3.74,3.58,7,39.11,29,39.64
94709,4017.33,8.7,30.7,20.73,9.52,4.12,5.67,2,19.29,6,13.72
94710,2589.75,8.7,30.7,69.26,71.28,6.18,29.59,3,23.66,9,18.12
94720,1215,8.7,30.7,14.34,2.68,3.23,1.3,0,4.82,0,1.51
94801,5097.67,8.14,19.38,188.04,99.42,10.1,73.55,5,30.78,41,51.73
94803,5142.75,7.86,17.81,64.74,73.04,8.12,52.02,10,50.41,49,59.65
94804,5889.71,8.58,27.69,139.56,97.56,9.63,69.25,26,91.26,48,58.67
94805,3640,8.42,23.67,71.84,79.53,8.88,61.7,8,42.65,20,30.11
94806,5385.64,7.94,18.24,110.29,93.93,11.5,83.58,43,99.7,86,86.4
94901,5147.25,7.34,12.15,35.79,34.86,5.98,23.93,12,57.61,49,59.65
94903,5811.4,7.02,10.54,38.22,39.06,5.5,17.82,17,74.04,83,84.63
94904,3752.67,7.3,11.45,20.46,8.84,3.95,4.52,5,30.78,27,37.72
94920,4380.33,8,18.59,16.23,4.36,4.99,12.95,7,39.11,21,31.12
94925,5388,7.65,14.8,21.16,9.5,4.78,10.6,6,34.89,16,25.47
94928,5160.43,6.18,7.76,40.17,41.8,6.86,35.35,13,61.23,62,70.12
94930,3086,6.88,10.05,23.66,14.81,3.77,4.08,1,13.11,12,21.7
94931,5132.67,6.18,7.76,40.06,41.75,5.85,21.94,4,27.13,12,21.7
